"cue","feature"
"floor","carpet"
"floor","hardwood"
"floor","feet"
"floor","sturdy"
"floor","immovable"
"floor","hard"
"floor","cold"
"floor","wood"
"floor","cement"
"floor","ground"
"floor","rug"
"floor","what you walk on"
"floor","hard"
"floor","cold"
"floor","provides support"
"floor","walking surface"
"floor","uncomfortable"
"floor","carpeted"
"floor","wooden"
"floor","laminated"
"floor","hard"
"floor","cold"
"floor","dirty"
"floor","hard"
"floor","ground"
"floor","wood"
"floor","carpet"
"floor","building"
"floor","ground"
"floor","something to stand on"
"floor","ground"
"floor","carpet"
"floor","wood"
"floor","ground"
"floor","granite"
"floor","tile"
"floor","carpet"
"floor","flat"
"floor","solid"
"floor","flat"
"floor","even"
"floor","on the bottom"
"floor","used by feet mostly"
"floor","dirt tile carpet"
"floor","dance"
"floor","carpet"
"floor","boards"
"floor","cold"
"floor","wood"
"floor","carpet"
"floor","cold"
"floor","white"
"floor","ground"
"floor","clean"
"floor","ceiling"
"floor","ground"
"floor","dirty"
"floor","carpet"
"floor","wooden"
"floor","tile"
"floor","clean"
"floor","sweep"
"floor","mop"
"floor","dirty"
"floor","carpet"
"floor","wood"
"floor","tile"
"floor","rug"
"floor","lamp"
"floor","plan"
"floor","blueprint"
"floor","levels"
"floor","elevator"
"floor","stairs"
"floor","carpet"
"floor","wood"
"floor","stone"
"floor","hardwood"
"floor","marble"
"floor","linoleum"
"floor","carpet"
"floor","wood"
"floor","carpenter"
"floor","furnish"
"floor","buffer"
"floor","vacuum"
"floor","clean"
"floor","mess"
"floor","carpet"
"floor","walk on"
"floor","lay on"
"floor","mop"
"floor","carpet"
"floor","hardwood"
"floor","tile"
"floor","carpet"
"floor","can be walked on"
"floor","can be hard"
"floor","boards"
"floor","below you"
"floor","supports you"
"flute","woodwind silver shiny lightweight mouth muscles shrill melodious high pitched"
"flute","wood wind ""the magic flute"" instrument"
"flute","high pitched usually silver in color"
"flute","opera"
"flute","wind instrument constructed of metal or wood part of a symphony makes a noise blown into pleasant sounding can play various notes from made by humans used by humans creates music"
"flute","wind instrument"
"flute","vent in a pipe"
"flute","piccolo"
"flute","dethrone Tull"
"flute","tremolo"
"flute","wind instrument keys silver many different parts used in band or orchestra difficult to play"
"flute","wind instrument high-pitched small light lots of notes difficult to play kind of feminine old instrument"
"flute","wind instrument b-scale long high pitched beautiful"
"flute","wind instrument a glass for drinking champagne"
"flute","tool inert with out human control"
"flute","silver instrument blow into to produce a sound"
"flute","play harmonic treble clef wind instrument"
"flute","perform orchestra steel high pitch"
"flute","orchestra"
"flute","wind"
"flute","band"
"flute","annoying"
"flute","high pitched"
"flute","ancient Greece"
"flute","faun"
"flute","pan"
"flute","object instrument woodwind blow into it to make sound holes"
"flute","musical treble clef winds player piccolo"
"flute","musical metal jazz bands"
"flute","musical instrument"
"flute","musical instrument"
"flute","band"
"flute","high pitched"
"flute","girly"
"flute","musical instrument sound noise harmony"
"flute","musical instrument small tube light"
"flute","musical instrument produces sounds long skinny held out to the side very high pitched sounds similar to a bird"
"flute","musical instrument peaceful music soft breath is held to the side of the face"
"flute","musical instrument long thin metallic wind instrument"
"flute","musical instrument long and has holes on top of it"
"flute","one end is blown into this long stick like instrument and by covering different holes sound or music is created"
"flute","musical instrument high-pitched metal silver blown-on part of a band needs flutist"
"flute","musical instrument contains buttons wind instrument made of metal cylindrical"
"flute","musical instrument"
"flute","it pretty sound"
"flute","long and silver"
"flute","usually girls play"
"flute","musical device silver hollow tube high pitched"
"flute","music sister silver instrument"
"flute","music notes metal fingers"
"flute","music instrument"
"flute","play flute"
"flute","music band"
"flute","woodwind"
"flute","music"
"flute","music high tones holes woodwind instrument used in orchestras or marching bands"
"flute","music band symphony pied piper"
"flute","melody"
"flute","sound"
"flute","note"
"flute","music blow"
"flute","play"
"flute","elementary shook"
"flute","sing"
"flute","instrument"
"flute","metal"
"flute","plastic"
"flute","made of metal tube like played in an orchestra soft toned shiny"
"flute","James gal way"
"flute","Mozart's magic flute (or was it Beethoven - someone wrote a whole thing"
"flute",")"
"flute","super annoying when flutes aren't tuned together because they're so high pitched"
"flute","the soprano voice of the band"
"flute","baby flutes are piccolos"
"flute","low flutes sound beautiful"
"flute","often carry the melody"
"flute","it is an instrument it is played with air it is made of metal it is shiny it is hard to play"
"flute","is soothing is beautiful is soulful"
"flute","is and instrument makes high tones has holes is made of metal or wood requires air to work"
"flute","is an instrument made of silver glass held to the side high pitch buttons"
"flute","is an instrument is metal is a wind instrument is blown into makes a pretty sound is long and thin is held horizontally"
"flute","is an instrument is made of metal makes music has buttons has holes"
"flute","is an instrument"
"flute","is a musical instrument used to play light pleasant tones"
"flute","is a musical instrument is made from metal is silver in color produces a high sound air must be blown into it to make sound appear"
"flute","instrument will carrel plays in anchorman"
"flute","silver in color plays tunes and notes across multiple scales"
"flute","soft in nature butterflies"
"flute","instrument makes music"
"flute","instrument"
"flute","music"
"flute","metal"
"flute","instrument"
"flute","made of metal or wood"
"flute","air is blown through it and holes are covered or open to make musical notes"
"flute","instrument"
"flute","silver"
"flute","long"
"flute","cylindrical"
"flute","instrument"
"flute","silver"
"flute","high pitched"
"flute","instrument"
"flute","mouth"
"flute","play"
"flute","noisy"
"flute","peaceful"
"flute","gold"
"flute","silver"
"flute","black"
"flute","instrument"
"flute","mouth pace"
"flute","orchestra"
"flute","band"
"flute","high pitched"
"flute","instrument"
"flute","makes a high pitched whistle"
"flute","instrument"
"flute","band"
"flute","soft"
"flute","usually females play"
"flute","long cylinder-like shape"
"flute","instrument song soft whistle"
"flute","instrument silver full of holes high pitched comes in pieces"
"flute","instrument of music long metal tube with holes that when you blow in it makes sounds used in band played by people"
"flute","instrument music sheet notes melody rhythm"
"flute","instrument music band orchestra talent musical ability high pitch"
"flute","instrument metal whistle beautiful buttons musicians orchestra"
"flute","instrument makes music often girls play it"
"flute","instrument high pitch piccolo metal girls music case"
"flute","instrument girl long silver musical"
"flute","instrument band music played by humans skinny mouthpiece"
"flute","high pitched noisy"
"flute","has keys is long and slender"
"flute","for music"
"flute","flute"
"flute","dainty"
"flute","girly"
"flute","quiet"
"flute","unnecessary"
"flute","bird"
"flute","band higher-pitched instrument long part of my past can make a very beautiful sound"
"flute","band camp American pie movie music instrument soft and beautiful sound"
"flute","ancient instrument can be wood or metal cork plugs blowing air through a pipe has holes"
"flute","an instrument with keys that you hold to the side and blow in to to play"
"flute","an instrument"
"flute","has a harmonic tone to it like birds singing"
"flute","an instrument you blow into can be wooden reed or metal held sideways or straight down has holes you put your fingers on to make different notes"
"flute","an instrument woodwind played by musicians high pitch"
"flute","an instrument used in bands used to play music"
"flute","an instrument used in a band orchestra or symphony a metal instrument uses air or breathe to play needs skill and practice to use way of making music"
"flute","an instrument normally played by women girly"
"flute","a woodwind instrument produces a high pitched softer sound"
"flute","a wind instrument is high pitched used in band form of music"
"flute","a musical interments typically higher pitched typically cylindrical has bottoms and holes that a person puts their fingers over while blowing through to make certain noises typically silver colored"
"flute","a musical instrument"
"flute","a musical instrument use mouth and breath to produce tunes"
"flute","a musical instrument something that is played by a human originally made out of wood"
"flute","a musical instrument played sideways finger holes blow on it"
"flute","a musical instrument made of metal is one of the smallest instruments produces high pitched sounds is light women generally play them"
"flute","a musical instrument has an overall high pitched tone is soft and flow has multiple keys and tunes"
"flute","a musical instrument a wood-wind uses mouth and finger movements is used to create music can be used in a musical show"
"flute","a instrument makes a high pitch noise"
"flute","a horn that you hold sideways"
"flute","is usually silver in color"
"flute","is played in an orchestra"
"flute","usually played by women"
"flute","very lovely sound"
"flute","a flute is a long silver object used for playing music"
"flute","it plays in a high register and is often in the soprano position"
"flute","a cylindrical musical instrument that makes sound by blowing through it the sound can be adjusted by covering holes in the side of the instrument"
"fly","wings"
"fly","wind"
"fly","sky"
"fly","free"
"fly","wings"
"fly","six legs"
"fly","bulgy eyes"
"fly","vomit mouth"
"fly","wings"
"fly","lift"
"fly","wind resistance"
"fly","thrust"
"fly","physics"
"fly","birds"
"fly","wings"
"fly","gross"
"fly","dirty"
"fly","malaria"
"fly","disease"
"fly","freedom"
"fly","travel"
"fly","airplane"
"fly","helicopter"
"fly","to travel through air"
"fly","to be in the hair"
"fly","normally with wings"
"fly","in the sky"
"fly","swim"
"fly","superman"
"fly","stay"
"fly","soaring through the air"
"fly","use of wings"
"fly","soaring through the air"
"fly","soar"
"fly","small"
"fly","black"
"fly","pesky"
"fly","sky"
"fly","requires lift"
"fly","planes"
"fly","insect"
"fly","superpowers"
"fly","planes"
"fly","birds"
"fly","superman"
"fly","rockets"
"fly","planes"
"fly","birds"
"fly","glide"
"fly","soar"
"fly","plane"
"fly","birds"
"fly","run fast"
"fly","plane"
"fly","pest"
"fly","insect"
"fly","travel"
"fly","transportation"
"fly","plane"
"fly","movement"
"fly","wings"
"fly","flap"
"fly","occurs in the air"
"fly","birds do this"
"fly","kite"
"fly","kill"
"fly","flies"
"fly","hard to reach"
"fly","sound"
"fly","annoying"
"fly","plane"
"fly","high"
"fly","is what planes do"
"fly","is what birds do"
"fly","is to travel in the air"
"fly","is small"
"fly","is black"
"fly","has wings"
"fly","has six legs"
"fly","is annoying"
"fly","is a verb"
"fly","is a fast means of travel"
"fly","takes place in the air"
"fly","insect with wings"
"fly","lands on food"
"fly","very annoying"
"fly","fast"
"fly","insect"
"fly","has wings"
"fly","has antennas"
"fly","small"
"fly","buzzes"
"fly","insect"
"fly","bug"
"fly","dirty"
"fly","in the air"
"fly","wings"
"fly","in the air"
"fly","above"
"fly","quick"
"fly","in the air"
"fly","gangster"
"fly","airplane"
"fly","bird"
"fly","deals with birds"
"fly","also airplanes"
"fly","is in the air"
"fly","by"
"fly","butterfly plane"
"fly","by"
"fly","bug"
"fly","sky"
"fly","high"
"fly","airplane"
"fly","helicopter"
"fly","wright brothers"
"fly","like a g6"
"fly","bug"
"fly","insect"
"fly","what an airplane does"
"fly","bug"
"fly","big eyes"
"fly","wings"
"fly","fly"
"fly","die flyswatter"
"fly","bug"
"fly","annoying"
"fly","land on me"
"fly","bug"
"fly","birds fly"
"fly","one can ""fly"" by plane to travel"
"fly","in the air"
"fly","defying gravity"
"fly","a slang word for cool"
"fly","birds"
"fly","planes"
"fly","flutter"
"fly","birds"
"fly","cool"
"fly","birds"
"fly","airplanes"
"fly","peter pan"
"fly","insects"
"fly","birds"
"fly","airplanes"
"fly","birds"
"fly","bird"
"fly","plane"
"fly","rocket"
"fly","bird"
"fly","plane"
"fly","jet"
"fly","sky"
"fly","away"
"fly","plane"
"fly","wings"
"fly","away"
"fly","annoying sound"
"fly","Grey"
"fly","3 body parts"
"fly","irritating"
"fly","annoying"
"fly","buzzing"
"fly","gross"
"fly","an insect or up in the air"
"fly","airplanes"
"fly","birds"
"fly","get away"
"fly","airplane birds"
"fly","airplane"
"fly","helicopter"
"fly","bird"
"fly","butterfly"
"fly","bee"
"fly","dragonfly"
"fly","superhero"
"fly","airplane"
"fly","air"
"fly","fall"
"fly","crash"
"fly","chuckle"
"fly","air"
"fly","buzz"
"fly","small"
"fly","winged"
"fly","clouds"
"fly","airplane"
"fly","ability to get lift from gravity"
"fly","a type of insect"
"fly","has six legs"
"fly","two wings"
"fly","is very common"
"fly","throws up every time it lands"
"fly","small"
"fly","black"
"fly","likes to swarm"
"fly","a small insect"
"fly","a bug"
