cue,feature_response
oven,an appliance comes in all colors used to to cook with or to eat a home its hot heated with coils or wood can turn it on and off has vents you can change the temperature of it things are usually considered fresh out of the oven can be in homes o businesses 
oven,a pllace to cook a meal. usually in the form of a metal box that heats food found inside the home. 
oven,a house hold appliance that cooks our food 
pen,writing. ink. 
pen,writing utensil  different colors  bold  ball point 
pen,writing tool 
pen,writing instrument 
pen,writing  paper  pencil 
pen,writing  paper  books 
pen,writing  noise  drawing  words  designs  letters 
pen,writing 
pen,"write,ink, paper, long, thin, cap "
pen,write draw scribble 
pen,write  ink  small  pointed  black 
pen,write  ink  paper 
pen,write  ink  black  blue  red  on a desk  in a classroom 
pen,write  ink 
pen,write  different brands  
pen,utensil used to communicate 
pen,used to write with  round  clicks into place  has a clip  uses ink 
pen,used to write  permenant pen  sharpies  ink 
pen,used to write  has ink  cheap  reusable  generally blue or black 
pen,used to write  different colors  can't erase it 
pen,used to write  contains ink  
pen,used to write 
pen,used to wright  used for grading  has ink in if 
pen,"used to hand, is a long cylinder about 5"" in length, disperses write ink on an object with, delivers ink, is held in the "
pen,used for writing  has ink 
pen,used for writing 
pen,"used for blue ink, held in hand, made of plastic,bought as multiples, writing, used in all forms of work. made with ink, usually in black and "
pen,used as a writing utensil  has ink  has a variety of appearances 
pen,to write with 
pen,to write 
pen,something you write with 
pen,something to write with 
pen,smooth. plastic. ink. write with. permanent. 
pen,school  write  pencil  homework  agenda 
pen,pencil  writing utensil 
pen,pencil  writing  on paper  homework  notes 
pen,pencil  paper  school 
pen,paper  used to write with  keeping record 
pen,paper  ink  pencil 
pen,paper 
pen,page  writing 
pen,method of writing 
pen,messy  writing utensil  stories 
pen,"ink, shaft, tip, writing, paper, cartrige. "
pen,ink utensil used to write 
pen,ink plastic 
pen,ink pen  writing 
pen,ink  write 
pen,ink  used to write with 
pen,ink  typically blue  black and red  important for school  jell pens  colored pens  chewed on  clicky  ballpoint  advertisement space 
pen,ink  to write words  to draw  used on paper or other writing materials  different styles  fits in your hand  clicks  different colors of ink  stains. 
pen,ink  to write with  red  blue  black  any other color 
pen,ink  sharp  writing 
pen,ink  dark  long  easy  usable  
pen,ink  blue  black  plastic  sharp 
pen,ink  blue  black 
pen,ink  ball point 
pen,"hold animals, kids etc, made of wood, metal, wire "
pen,has ink 
pen,"containment, ink, writing, pencil, permanent, ballpoint "
pen,can be any color  used to write  permanent 
pen,"blue, black, writing utensil, paper, school, writing a check "
pen,blue  black  ink  long  thin  messy  neat 
pen,black  ink messy 
pen,ball-point  red 
pen,ball point  ink  gel  colorful  ran out 
pen,an object you use to write with. also an enclosure made to keep animals in 
pen,able to write with 
pen,a permanent writing utensil comes in black blue green red and every other color 
pot,what you plant a plant in 
pot,weed  pans  cooking 
pot,weed  cooking 
pot,weed 
pot,vase  holds dirt 
pot,vase 
pot,used to plot plants  dirt  seeds  smoked  get high  illegal  
pot,used to cook with  sometimes to smoke  illegal or delicious 
pot,used to cook in  can boil water in  can hold things 
pot,used to cook food  sits on stove  heats up fluids  has a copper bottom  has an accompanying lid. 
pot,used for cooking 
pot,type of drug  cook  container  hot  stove  oven  food  storage  metal 
pot,toilet drug 
pot,the winners money 
pot,tea 
pot,stove 
pot,something you bake food in 
pot,something that people cook food in 
pot,slang term for marijuana  a metal object used for cooking  a slang term for toilet 
pot,round  metal  used for cooking 
pot,round  aluminum 
pot,pot luck 
pot,plant  leaves  drug 
pot,pan  weed 
pot,pan  metal  used in cooking  usually in a kitchen 
pot,pan  cook  silver  stew  soup  to stir 
pot,pan  cook  food  stove  oven 
pot,pan  black  cooking 
pot,pan 
pot,metal  useful  cooking instrument 
pot,metal  tool  cooking  container 
pot,metal  hot and cold  heavy 
pot,mary jane  what you cook in 
pot,mary jane 
pot,made of metal 
pot,kettle  metal  round  container 
pot,kettle 
pot,is a substance that should be legal. 
pot,is a noun is a drug 
pot,is a kitchen utensil  holds liquids  holds food  is metallic 
pot,is a cooking utensil  is made out of metal  is used to boil water 
pot,illegle  high  stoners  hippies 
pot,hot  cook food in it  put on a stove  store in the kitched 
pot,holds food  used for cooking  found in the kitchen  goes on the stove 
pot,holds flowers 
pot,hold food you cook 
pot,head  marijuna  
pot,flowers  seeds  dirt  something used to hold a flower  breakable 
pot,flowers 
pot,drugs  leaf  green  smells 
pot,drugs  flower  clay 
pot,drugs  cook  food  boil 
pot,drug  stupid 
pot,drug 
pot,cooks  boils  holds things 
pot,cooking untinsil  found in kitchen  cook food in 
pot,cooking  metal  boil  
pot,cooking  iron  metal  heavy  hard  cool  stovetop 
pot,cooking  green  boiling  healthy  temperature  drugs 
pot,cooking 
pot,cook things 
pot,cook  silver or black  absorbs heat 
pot,cook 
pot,container for plants  slang term for a drug 
pot,bowl  used for storing things 
pot,boiling  food  pasta  water 
pot,a container used in cooking 
pound,you have a pound of food weight so many pounds 
pound,unit of measurement currency in england to hit 
pound,things that everyone carries on them everyday 16 oz 
pound,strike hit smash measure of weight small amount. 
pound,something a person can gain if they eat to much and are not active 
pound,measurement of weight to hit hard mannerism for sex fat hit with fists light heavy 
pound,measurement of weight action or something you can do with your fist or with a hammer or tool. also a unit of currency in england 
pound,measure of weight sterling 
pound,measure of weight not heavy use in market 
pound,mash type of cake. 
pound,lake water 
pound,is a unit of measure is equal to 16 ounces is an american unit of measure is a british unit of money 
