word,answer
fall,"leaves, smells love, autumn, orange, yellow, red, halloween, pumpkins, thanksgiving, egg bowl good, cool, football, grove, school, books, trip, in "
fall,"leaves, school, brown, red, yellow "
fall,"leaves, school, books, football, skinned knee "
fall,"leaves, red, orange, football, "
fall,"leaves, red, falling plants, hunting, new clothes, beautiful colors yellow, orange, preparing for winter, football, thanksgiving, halloween, "
fall,"leaves, orange, brown, yellow, grove, football, cold, breezy "
fall,"leaves, football, orange, yellow, grove, halloween "
fall,"leaves, cool, season "
fall,"leaves, cool weather, browns and oranges "
fall,"leaves, cool clothes, brown, dark "
fall,"leaves, christmas, chilly, weather, football games, multicolored leaves falling, rush "
fall,"leaves, changing earlier leaves, football games, grove, cool weather, nightime is "
fall,"leaves, breezy, perfect, brown, red, yellow, rakes "
fall,leaves changing colors squirrels 
fall,leaves autumn october 
fall,leaves 
fall,leaves 
fall,leaves 
fall,leaves 
fall,leaves 
fall,"is a knees, is cool, is crisp, may be rainy, is lead season, into winter is a tumble, may result in scraped "
fall,"is a before winter, produces loose leaves season, has mild weather, comes after summer, comes "
fall,"in love, weather, autum "
fall,"hurting, leaf, seasons, falling, falls, pain, injury "
fall,"get hurt, embarrasing "
fall,"for when you fall, he will pick you up "
fall,"football, leaves falling, wheather "
fall,"football, leaves changing, "
fall,"football, grove, autumn, colors "
fall,"football season, thanksgiving falls in fall leaves change, air gradually gets colder, jacket weather, "
fall,"football season, leaves falling, winter is coming "
fall,"football season, back to school, cool, halloween, orange "
fall,"follows summer, to get cooler, around september leaves fall, prepares for winter, colors change, begins "
fall,"favorite season,pretty colors "
fall,"falling down, grove the season fall, fall semester, football games, the "
fall,fall is and winter. with the fall comes the trees changing colors a and the weather getting colder and the days getting shorter. season the verb fall means to drop down not on purpose and or to trip. verb. fall comes between summer 
fall,fall is a season in the year. usually leaves fall. 
fall,"down, stairs, spring, season, leaves "
fall,down season october halloween thanksgiving autumn leaves 
fall,down leaves cold school 
fall,down ground scars semester grades average 
fall,down get up fell fallen 
fall,down 
fall,down 
fall,"crisp air, beautiful trees, football season "
fall,"cooler, "
fall,"cooler days, birthdays. school starts again, colorful leaves, halloween, thanksgiving, family "
fall,"cool weather, brown, red, yellow, orange, football, thanksgiving, school "
fall,"cool season color, halloween and thanksgiving season, time for family, can be towards a clumsy action that can result in broken bones end of year, leaves fall and change "
fall,"collapsing, tripping, a season "
fall,"collapse, season, semester "
fall,cold leaves colors 
fall,chilly 
fall,"brown, cold "
fall,betsy 
fall,"becoming one of nature, things decaying with earth via gravity, autumn, part of circle "
fall,"beauty, leaves, orange, red, brown, home, autumn, foliage "
fall,"beauty of nature,ending "
fall,"beautiful season school starts. also you can fall down the stairs, or when fall over something. season right after summer. the leaves are turing colors. usually when "
fall,"autunm, pretty, leaves falling "
fall,autumn;smell;rain 
fall,"autumn, waterfall, descent, drop, lowering, drop, downward slope, down "
fall,"autumn, trees, leaves, cooler, beautiful "
fall,"autumn, the change colors and fall season between summer and winter, when the leaves "
fall,"autumn, season, leaves, pretty, colors, cool, breeze, football, hurt, clumsy "
fall,"autumn, season turn colors and fall off of the year, between summer and winter, leaves "
fall,"autumn, red, yellow, changing, falling, going down "
fall,"autumn, orange prettiest time of the year and red leaves, august, september, october, november, football, "
fall,"autumn, leaves, trees, football, classes, weather change "
fall,"autumn, leaves, red, orange, yellow, cold "
fall,"autumn, leaves changing, chilly winds, fair "
fall,"autumn, down, "
fall,autumn 
fall,"a season, to trip "
fall,"a season, season following summer, season before winter, usually in the months can or september and october have mildly cold or still warm weather, "
fall,"a season, leaves turning colors, nice weather, hunting "
fall,"a season, learning the ground, leaves decay, storage time, beggining of "
fall,"a season, in which the weather cools, colors change, "
fall,"a season, colors. leaves fall, cool weather, times of leaves changing "
fall,"a season, chilly, to slip, hurt oneself "
fall,"a season colors, leaves falling of trees. has chilly weather. of the year. associated with thanksgiving, leaves changing "
find,to seek something 
find,to seach for something and be successful 
find,"to look, search for something "
find,to look for something. 
find,to locate. 
find,to locate something 
find,to discover  to see  no longer lost 
find,to be happy  to be relieved  to locate 
find,stuff 
find,stop looking 
find,"stop loking for something, have "
find,spotted something or stumbled upon. 
find,"something, job, look for, search "
find,something youve looked for  excitement follows 
find,something you were looking for 
find,something lost 
find,"something is lost and then you find it, search for "
find,something  scavenger 
find,"seek, looking, searching "
find,seek  look for 
find,seek  have it  
find,seek  aquire  get 
find,searching  i spy  a long journey 
find,searching 
find,search  seek out  look for  rummage through  
find,search  questions 
find,search  look for 
find,search  look  
find,search  happy  
find,search 
find,search 
find,search 
find,recover something that was lost or hidden 
find,physical 
find,"pencil, homwork, clothes, jewlery, tooth brush, keys, words "
find,"opposite of of a search lose, another word for search, describes the end "
find,"my phone,id "
find,magnifying glass 
find,lucky 
find,"lost, valuable "
find,"lost, stolen "
find,"lost, see "
find,"lost, search, pinpoint, spot locate, panic, obtain, discover, christianity, metal detectors, detectives, "
find,"lost, reward, "
find,"lost, look, search, "
find,"lost, look for, found, happy, "
find,"lost, happiness, searching, "
find,"lost, found, "
find,lost  search for something 
find,lost 
find,lost 
find,lost 
find,lose. 
find,lose happy 
find,"looking, seeking, searching, lost, relieved, happy "
find,looking for something  searching 
find,looking for something  lost something  don't know where an item is 
find,"look, games, hind and seek, easter egg hunt "
find,"look for, seek, found "
find,"look for, search party search, scavenger hunt, easter egg hunt, lost, hidden, "
find,look for  someone  answers 
find,look for  search 
find,look for 
find,look 
find,locating something 
find,"locate, people, items "
find,locate  look for  object unearthed 
find,locate 
find,locate 
find,is relieving 
find,"found, relocate "
find,"found, lost, missing, "
find,"found, lost, glad, dicover, locate, achieve "
find,"found, lost "
find,found something that was previously lost 
find,found it  where is it at  
find,found  search 
find,found  need  dog 
find,found 
find,finders keepeers  something u lost 
find,find and replace on word 
find,feels happy. used by living things to get what they want. 
find,familiar 
find,excitement  
find,"escape, lonely, boring "
find,encounter 
find,don't know 
find,"discover, "
find,discover  happy  not lost 
find,discover  achieve  
find,discover 
find,all i can think of is the verb  to find 
find,action 
find,"achievement, capture, grasp, success, surprising "
find,a relief  to seek 
find,"a penny, meaning, keys, the time, resources "
find,a key  a way  a hint  makes you happy 
fingers,"you have used for the touch, and an appendix five, have sensors on the end of them, "
fingers,"you have in the picking up of objects ten, they have nails, there are knuckles, used "
fingers,"you have have skinnier ones then men, bends at three places called ten, knuckles. attached to the hand, has fingernails, women "
fingers,"writing, wearing jewelry, pick up items "
fingers,"wrinkled, fleshy, polished, strong, solid "
fingers,"we have to grab hold of things five, can be long or short, we use "
fingers,"we have have fingerprints, help point at things, help grab things, help ten write, necessary for daily activities of them, five on each hand, we "
fingers,"used to touch, feel, part of the hand "
fingers,used to point; used for pressing buttons 
fingers,"used to pick up things, digits type, body part, used to point, used to "
fingers,"used to are wrinkly, point, cylindrical, has a fingernail, has knuckles, knuckles "
fingers,"used for can be painted pretty colors. can wear rings. can be typing, used as profanity, can represent gang signs. writing, pointing. there not to big. they "
fingers,"used for a nail on top of it, have 10 fingers, 5 pointing, on each hand can be many shapes and sizes, has "
fingers,"touch,tan,skin,finger nail,point,bend "
fingers,"touch,feel,part of to hands the body, has nails, similar to toes, connected "
fingers,"touch, nail "
fingers,"touch, fingernail, appendage, grab, ring "
fingers,"touch, feel, types "
fingers,"touch, feel, sense, cut, long,short, fat "
fingers,"touch, feel, grab, hand, ten "
